epcho,tll_cnn_relu_mult1000,vll_cnn_relu_mult1000,tll_cnn_tanh_mult1000,vll_cnn_tanh_mult1000,tll_dnn_relu_mult1000,vll_dnn_relu_mult1000,tll_dnn_tanh_mult1000,vll_dnn_tanh_mult1000
149,9.926483617164195,10.157165252753803,9.919860820856787,10.099035387317981,10.949484575840255,11.113612537061977,12.53307302061829,11.752845749499338
150,9.945816067498058,10.475552280343349,9.864785746040365,10.007404256612062,11.001722380188443,11.08116076718415,12.51248075371428,11.741406043931361
151,9.936840802941832,10.1807716362659,9.896925481547031,10.082092541720598,10.935592896965963,11.053439815558733,12.510945134225391,11.737763941768677
152,9.942958950095118,10.184907594755773,9.892453462065708,10.145868730521011,10.947504775568603,11.077214753435504,12.508611641674033,11.785061248848516
153,9.920491025813163,10.203904457270138,9.889662735194207,10.189735075278628,10.896714821067308,11.054900219483722,12.530164503973097,11.756303284557598
154,9.938857581977162,10.162707838800646,9.887060533548075,10.24340492703261,10.919290369436625,11.10752119172004,12.501088001074331,11.754680394886
155,9.91057450582664,10.114733264931747,9.886650928115893,10.184292185811264,10.925881692298477,11.215783039768857,12.491487995571187,11.740122155676927
156,9.909969454090442,10.151505199891904,9.8924353238075,9.990578998000391,10.97964649013574,11.038255216854235,12.531118598886795,11.726975906640291
157,9.919265093612335,10.386697497339018,9.886560180494863,10.510065427590762,10.957435986417677,11.037084048673991,12.473468604918208,11.746377248557346
158,9.907018949067401,10.207965594506073,9.861145765640803,10.079817080329503,10.936606296097798,11.037735433708276,12.50544433376842,11.69251722674216
159,9.900169969055682,10.199118600857833,9.870126591845146,10.161966025348633,10.924975616827368,11.00806230979581,12.514696888355237,11.731675946183742
160,9.904408478178084,10.257897523021507,9.85636418279741,10.114818375798004,10.914990359226303,11.021757273063544,12.497146163255938,11.738700236404133
161,9.912503196016674,10.171175558841037,9.866903960374334,10.39038622571576,10.903438316628097,10.985346976667643,12.500736137641775,11.725949018352454
162,9.918637025440413,10.108532834677927,9.872576064099707,10.193050343302948,10.856111530184506,10.992934972408317,12.467738308553253,11.761440775327145
163,9.929470188405004,10.125987787520694,9.865162210659154,10.092581141619913,10.903872500714515,11.036397859213812,12.52980551291858,11.708098358564799
164,9.902658068665092,10.195988455727216,9.854796425169033,10.02643802653878,10.939426400939064,11.04171314246712,12.479869919198176,11.675335541968384
165,9.900305589150276,10.084574005656664,9.847911822068836,10.253864956358749,10.895530689477681,11.04486936462983,12.474511727510441,11.676704180577108
166,9.886343005834329,10.187093258625078,9.873084517406118,10.033846547406528,10.880182808895984,11.048151360404107,12.480378173471939,11.674505658447742
167,9.916984585053738,10.260656100487518,9.855979850756066,10.06468721935826,10.912159499111436,11.102425325061045,12.476211492603102,11.706326667579912
168,9.89883925555454,10.155814940169934,9.852497954852879,10.05594713252879,10.954023635525617,11.050858129296572,12.474249128342395,11.694126221681795
169,9.906600537379422,10.129576789275292,9.85611789304042,10.062817889716356,10.843405796725664,10.98553562957433,12.49656867190835,11.701437794873792
170,9.913382770103071,10.192113928496838,9.856469129332371,10.043400565102216,10.857807247028235,10.996241107462875,12.479399695181318,11.689850519741736
171,9.87821439236042,10.152378525104254,9.86843045064879,10.229493911948897,10.870035854168236,11.058807958878816,12.492176441986475,11.677178554236889
172,9.90841611694064,10.312059924246805,9.849763002186533,10.2049459312712,10.890682618464194,11.07131486998931,12.464197525273889,11.685673177482622
173,9.884078577611476,10.195926928351964,9.883838660654522,10.287120833151763,10.878728834101029,11.004178319126368,12.465874029834184,11.666029826888153
174,9.909761153281696,10.337709058676996,9.849259002705015,10.206847061072626,10.833877476773436,10.932551291320593,12.471984842822195,11.687770801325959
175,9.884266866250865,10.213248251426604,9.842316308359226,10.062971362663854,10.842253063474931,11.017636741481482,12.447870103642344,11.677157419222977
176,9.898405450756751,10.167491562183827,9.82731877405557,10.366367236260444,10.824141441844404,11.024366162957685,12.484262160386049,11.68103392926916
177,9.877355431296651,10.281295605724859,9.834675475083772,10.030731078117125,10.832551498747161,10.973710101097822,12.443648696306251,11.685910619675152
178,9.887747770746149,10.137216788866827,9.848016798646459,10.020495512552799,10.802567692383404,10.991476881768435,12.425092582200323,11.660531749047578
179,9.896110807124886,10.255277757683107,9.860450968957476,10.028412385332969,10.822605882440843,11.006417188553078,12.4534108796187,11.646333886610886
180,9.879725403152406,10.119922609338838,9.83745738818881,9.98457292875936,10.804170855290948,11.041847418152516,12.431553854126363,11.657339040069811
181,9.872262377382045,10.093106407551996,9.816094891228262,10.138992851059283,10.869547657127823,11.00703450520673,12.444276002145584,11.694830526868182
182,9.895478176223415,10.128796085595123,9.82723982944604,9.944908350946443,10.821431499695587,11.023458318724748,12.434266143358283,11.663217698374101
183,9.872707335518735,10.127552499574039,9.840938927335364,10.028302444205169,10.848032055242408,11.01339141267442,12.488650886582272,11.632938553849536
184,9.878749380849541,10.134113907453514,9.826158729171562,10.033247571799063,10.838321012054239,11.008645693260815,12.420003828141958,11.68179555585788
185,9.859548453542015,10.143823170613858,9.859457259036361,9.96828056691635,10.800978822273112,10.992535930727758,12.441599842972092,11.655586215877724
186,9.859266078790588,10.1430747327545,9.847891892516804,10.211369458345635,10.826196281179305,11.04857514221822,12.478883243015698,11.651510808376534
187,9.889490665837883,10.198738230692765,9.834699385288742,10.473785951973932,10.83035446748498,11.047488949712246,12.431795085449853,11.696236989190501
188,9.854626218457856,10.098285687666747,9.840706562352997,10.039707961221856,10.799624393844315,10.972382650981027,12.44363406552903,11.62489982802541
189,9.866440071604185,10.103245566208516,9.816950622705681,10.138269018141491,10.813023065096669,11.047318848150393,12.40399638716612,11.646042803242322
190,9.861266109040908,10.100780295268182,9.8084619065987,10.036787438777186,10.785499302249763,10.98314920560487,12.441881091123628,11.632075548292168
191,9.86283803133354,10.115332646115172,9.819543875393368,10.197947222378946,10.810050985685761,11.056287649778588,12.418978877605932,11.595759961393572
192,9.875683128953941,10.15268565125523,9.825640771117422,10.091545390746287,10.804226344090797,11.015831597990568,12.451749704327554,11.624784238876837
193,9.852459597882003,10.134033888818758,9.829971691473357,10.436894206870948,10.808388702571392,10.9954216787892,12.425840554398395,11.616521034269564
194,9.850191027526893,10.171522085945453,9.81968489190143,10.140055550202247,10.768337254112044,10.990506293432366,12.455993591086758,11.65768185690526
195,9.857104817074873,10.096366817672406,9.806462169264353,10.012987189956249,10.79172427360449,10.927785112853012,12.422642832051121,11.659626533547717
196,9.86097392911512,10.259755661771182,9.815715377279107,10.133699498950474,10.774191882040713,10.963142654227635,12.439356606093146,11.605994054867375
197,9.870351479959584,10.14806776337566,9.795276718514582,9.956642204234678,10.79518507955776,10.957711766804419,12.457356390152727,11.620433129850895
198,9.872224061719834,10.124939779240277,9.793469376276217,10.027903402524611,10.744557659622402,11.05338842758248,12.438477580285362,11.59104107007865
199,9.837000213953997,10.117544462123224,9.797016767063928,10.104460191101797,10.826440505503166,10.979033075273037,12.427669645647608,11.641334201539717
200,9.862599710393097,10.090950591069076,9.790871972067944,10.102836084702322,10.787225944260436,11.015109447461942,12.400704120556194,11.637006420642138
201,9.868850860173904,10.096298500655157,9.808551189639875,9.925257820155352,10.746869311157253,10.976365722355343,12.409456637537769,11.61768224330679
202,9.845193516793511,10.10902607513051,9.77536093353504,10.16807168601982,10.761663366499688,11.00118722646467,12.405854308106486,11.608115577649686
203,9.85960472720645,10.40669889639943,9.797492466356244,9.94860160074407,10.78158351893146,11.025492086886398,12.419270467944443,11.643503447093309
204,9.85444575593236,10.114844317638104,9.776752089120208,9.97321989627615,10.757477905210708,10.993809874860508,12.384350790882545,11.591181279190124
205,9.832137035236002,10.12159512949086,9.796895665086566,10.058520466930444,10.73444476576462,11.031235553204052,12.380933982410257,11.584554047834489
206,9.839993755092783,10.078576708873433,9.818200292366168,9.995009705063797,10.781357136194504,10.97051670113879,12.368851356328495,11.55930488640743
207,9.840117947709176,10.090445964446953,9.802152072229692,10.109450562947218,10.740885034113402,11.004332453012466,12.380530017488185,11.57923045778467
208,9.85299679826224,10.174581540688392,9.780089675088323,9.966859023176854,10.745022915333749,11.011686701808244,12.395906051801097,11.600128915761747
209,9.84547450582707,10.187886369925353,9.794617781505709,9.983175268937503,10.728681891886216,10.946329998513383,12.390883755870163,11.574768175881717
210,9.848201328197556,10.220027483639218,9.781450149603188,9.946184683470957,10.737723163929918,10.95688377597159,12.389347276410026,11.621366870859939
211,9.853211783563657,10.133583173756637,9.796377282679801,10.143189766113796,10.684888441896728,11.013136455608953,12.384051945240747,11.59635028471389
212,9.858619774721802,10.248900045670808,9.797889720498315,10.002475622440539,10.724944648362936,10.973962204110238,12.366791537422086,11.57265545559987
213,9.842334630628747,10.194393761095501,9.783044908075563,10.02775135660364,10.726322848049382,10.980900602355119,12.396522350759515,11.562996979562504
214,9.852649794230539,10.204060934484005,9.783482340524994,10.121695907606233,10.709484806284308,10.929544997071066,12.40705448623386,11.582915701212423
215,9.844569924978478,10.105371625433046,9.78740564577522,10.041975220965764,10.683656707706472,11.005000406575778,12.380694711370575,11.582872019179405
216,9.844204332048616,10.198631353916662,9.789623139846709,9.95218514975521,10.705198334049314,10.963732992569286,12.391549073189736,11.594608275880736
217,9.834038829731366,10.07285778741202,9.774432232182834,10.148533950409583,10.738478838315896,10.968059136141692,12.390589495489916,11.587431714419395
218,9.834452778206117,10.128913988028803,9.778339753768618,10.300937679506118,10.68765057190772,10.944952377148212,12.411628744655077,11.583845131099224
219,9.819732930120681,10.168490030111807,9.77892305837163,10.015710226951105,10.71334009494392,11.01811524600752,12.37355983034978,11.574223277068908
220,9.832586559857573,10.109169709105645,9.759391477752116,10.132874317106701,10.70168307201276,10.959419241595652,12.376181601035979,11.586409918363056
221,9.823032388193232,10.154000949114561,9.764418287593271,10.022497210170954,10.627449651609265,10.900270599391192,12.398997190288238,11.633151135737858
222,9.840577499069754,10.275726627197958,9.811604662137407,10.051293869412715,10.698703587085248,10.982218243542217,12.386458445220224,11.585951196931063
223,9.845884084971923,10.085648000841179,9.793256229210284,9.961850775946532,10.741262805588063,10.999741167911598,12.393434817392018,11.583700565801513
224,9.819330715183769,10.137201271831028,9.766261393745099,9.954107714997184,10.704259955204062,10.941721333731566,12.370963945173688,11.551071829613178
225,9.832020345774868,10.134808013155576,9.772143702233029,10.136108454917707,10.726474409532402,10.98237931728363,12.369644077074144,11.5381964752751
226,9.832314039099842,10.271564741889316,9.778119248127746,10.130810431174694,10.662665305238578,10.95648440382173,12.372578832230742,11.579866415911143
227,9.843030572688628,10.069878306239843,9.776518285845317,10.156190263167504,10.702199392741727,10.910147275294989,12.38246998869844,11.591129650872562
228,9.827239037070784,10.073605474204786,9.748158249778735,9.926107712090015,10.722841936043434,10.956668430158206,12.358954856021992,11.546950817348497
229,9.832558207093708,10.248961903515362,9.75123790258001,9.951129450552886,10.720855811791074,10.946112114094918,12.348337440691408,11.563376463468998
230,9.83122650969533,10.03440139034102,9.759493656606683,10.007748515495368,10.684671413694177,10.940916610941771,12.351519781194867,11.543757913093414
231,9.848249959759414,10.142986782856525,9.751411545420847,10.173581856032532,10.722251282253813,10.890101322964314,12.343360558001987,11.563430615370311
232,9.835893990502,10.138871028057991,9.802124996279035,9.916133833147825,10.699598978634082,10.903375673918955,12.389007062020323,11.573339121476296
233,9.8390863952978,10.147193236456763,9.740420711046506,10.057901783335593,10.663473877244659,10.930687744891452,12.345205988704919,11.567576307683222
234,9.829681479342042,10.223843187334078,9.761236082281798,9.935280353191398,10.665343954197823,10.99375705985773,12.345562595123004,11.516562918381345
235,9.82986314732942,10.074584639721339,9.759770852753954,10.063525469553086,10.669587345253076,10.995069428557349,12.33873120509088,11.55752335645018
236,9.816012596861729,10.138893650183755,9.739086103265084,9.944606542346937,10.687925770217854,10.979339255080108,12.344566309043476,11.542289622969205
237,9.8323404203139,10.169881456080944,9.761150137731624,9.963582645380688,10.708735745039679,10.900352180244463,12.338055496765,11.550351842156342
238,9.837034823102575,10.109097847054082,9.743770261505437,10.037646583852268,10.657035148582391,10.947577640294067,12.333455743388303,11.60466815194776
239,9.811732839162072,10.12413024962429,9.738883217646471,10.248488025559533,10.694640748683483,10.992703884239159,12.365294455160056,11.536234974740974
240,9.818960510705027,10.122054662074774,9.746856825997032,9.88430636484296,10.726154567824015,11.009627817979744,12.349243065522563,11.531016113416802
241,9.815904931465706,10.055221451987181,9.754528197640132,10.089544354066733,10.645387405078978,10.95217155412801,12.354464146248516,11.551040690392256
242,9.840742944018734,10.089541890568311,9.756256576492301,10.133318317633483,10.651500140797467,10.924341532612038,12.358312592691473,11.538762689357805
243,9.815926532140903,10.06087711862018,9.73448963580473,10.132433996806222,10.639903451045674,10.919572394942083,12.330617924641457,11.546742937137042
244,9.83695025300427,10.170039210108019,9.746129256522945,9.904425380931746,10.632715811352096,10.876088042653377,12.327108584764984,11.500679106721956
245,9.801285104796051,10.187708592462924,9.750847423058604,9.969710402431028,10.648975182595033,10.939630108975594,12.324677374694616,11.554496903573312
246,9.813759626159746,10.163472454634405,9.733219431983608,10.07196063836736,10.70949171609696,11.091821556610444,12.339029832923364,11.541252039493092
247,9.813327374192136,10.190669086671646,9.750340858684671,10.053725237207066,10.764363458410145,10.954461300805692,12.326272501189623,11.492746942225963
248,9.812350163326387,10.166852209236353,9.732650330049855,10.054920304326279,10.697155574997586,11.028887043076178,12.339739380554565,11.505893671945218
249,9.818313609538299,10.115340036610442,9.740496737762324,10.134012513463535,10.679544843432883,10.944872764089414,12.310581124057212,11.516823899000883
250,9.817906069539248,10.156658673358539,9.75625177529911,9.950384137130554,10.67671105791364,10.925369292137123,12.328676977044633,11.495049652313032
251,9.812849055555079,10.141460795796688,9.725151358232383,10.098793258469913,10.628322496138994,10.945268230692994,12.331148410486358,11.544249936818115
252,9.803097680090897,10.09052874700677,9.768411757484559,9.898095046200098,10.618194764960677,10.907390425282141,12.300408062254709,11.506097601546395
253,9.815527176890042,10.070788613971203,9.742308468107254,10.08155195403003,10.573208568647743,10.941261846211649,12.315961321996104,11.508978332482998
254,9.802726349012264,10.065926974939725,9.745342566842032,10.07545505079531,10.594008929817187,10.896201140337412,12.352921966192943,11.539562485150753
255,9.788351959639018,10.13101467622384,9.728978564512104,10.004852162373641,10.603911878030386,10.985989048476181,12.305930553514871,11.536183391487407
256,9.8316999708092,10.102948834819177,9.726492838273126,10.015667205856692,10.630619133852662,11.001860782984764,12.344277666641338,11.525919135179251
257,9.810668810631238,10.23786651691602,9.732575328539937,9.951857955104883,10.59062623854486,10.903786282025038,12.311227890031955,11.52484996184226
258,9.801511821757641,10.073744571737706,9.717449177837661,10.09478900701769,10.599999542107744,10.917642153799534,12.326147925529268,11.481916937496393
259,9.809764999625903,10.081022271826383,9.72989784373391,10.063552507950414,10.639581765468803,10.923733303864156,12.32062458556386,11.482979666682022
260,9.805190917705335,10.131159872417488,9.723352816616815,9.955050363656014,10.64656431516332,10.921110354003407,12.30852188347208,11.553171946997605
261,9.807663177320313,10.066673414961945,9.743317398392865,9.974415789568615,10.611629691876232,10.970124689441535,12.328246105161885,11.515927951662771
262,9.791040158409986,10.039424433583212,9.73646929712906,10.160145680269888,10.59438419272943,10.905740752575857,12.316101211904279,11.501426117554788
263,9.80981623738884,10.128907033152158,9.747577958830421,9.936230752857464,10.670056033338751,11.14377310319293,12.328891537993426,11.508493579082911
264,9.791286549560965,10.10709631467058,9.718816794995819,9.87291683052336,10.599672433830078,10.941474458142634,12.322409514097435,11.549023941399591
265,9.801139859783074,10.165443418607596,9.71117513930245,10.027029461437655,10.615758492701476,10.944930190641072,12.30393149589579,11.467808767432166
266,9.793850247778238,10.254681470894043,9.73579905281264,10.024377295086461,10.577042444398808,10.878174070028527,12.307050810646146,11.505258434842672
267,9.791201217130066,10.110985352507523,9.729679948049448,10.113928226693984,10.585102992462776,10.970383717287932,12.321274322006971,11.521533852623355
268,9.79426905753151,10.097853719226777,9.709524238602288,10.111773611917611,10.61461751739825,10.949798003439941,12.293041124188852,11.516098984547199
269,9.794971316061433,10.077480151648484,9.724574161678433,9.95184446594888,10.724310965968234,10.96184065024699,12.301250563694103,11.490246521369103
270,9.805860219433184,10.185004347154209,9.703233316090078,9.953356918788726,10.67827862777537,11.03264404340617,12.305493361406748,11.473000109676391
271,9.778470093865067,10.029252062761975,9.73628093338301,10.179544423496532,10.641091229063608,10.961230739109938,12.291910415965944,11.50971257518376
272,9.80349961713317,10.183590419229962,9.739614088058232,10.231736641857893,10.606615406070505,11.007774546141587,12.302167063969518,11.534837420068442
273,9.796635469331617,10.058380768544252,9.711178678703764,9.952571363218368,10.589261351513766,10.997732951035422,12.313172957229039,11.528252503804623
274,9.818096911805052,10.078399186773646,9.714340490679588,9.98003044796567,10.612844958931447,10.905475310620762,12.31942352868857,11.5225643760735
275,9.780020250247853,10.148044254991316,9.722747329261995,9.93060795289855,10.602090564075738,10.963930538104426,12.270173523575068,11.486179976453704
276,9.793506638567534,10.116814620672695,9.72205867254806,10.17475679456707,10.585613053051693,10.920379986806262,12.301701785726172,11.487793748176868
277,9.789566719724286,10.078369294323267,9.719827223659282,10.058004799629412,10.646058543164644,10.934621396083985,12.292761952736445,11.468233270270208
278,9.79728935166232,10.123838325061143,9.701191226110582,10.12173251459195,10.598660037372142,10.946277438873244,12.30275190074838,11.469235508552483
279,9.803798913414921,10.138943265642851,9.716365377478782,9.85882260025509,10.60429565052712,10.950351599603891,12.302168419644717,11.515973180892967
280,9.797385285398173,10.10715458241682,9.704627359526294,9.875232969681102,10.59548621396384,10.927729278562529,12.293156409155458,11.471485809212732
281,9.807913984742857,10.061112082292956,9.695047711683136,9.899779658524258,10.553088027893777,10.933854466965121,12.303301535036054,11.506069571741165
282,9.795041886278458,10.077897444247238,9.71737303470652,9.9733748563355,10.573339468288806,10.898164984199308,12.294772220024418,11.436968891611022
283,9.799293651726217,10.024811006000927,9.695296844227178,9.98918308065303,10.58429389471008,10.916739356734098,12.274200453483049,11.479479486062642
284,9.79550997351086,10.1370265136563,9.719774145783195,9.901696470596136,10.548564706808857,10.937396406887038,12.287241680878065,11.493347254731962
285,9.782457093317662,10.102099949313748,9.708535264156039,10.054549457685601,10.587776958521816,10.911150925582456,12.289364563090908,11.473226691445998
286,9.79198346049675,10.064547881484032,9.709597046997759,9.901316971668312,10.537637679296877,10.963560757978309,12.305503617221069,11.455483298989074
287,9.776717322247645,10.10357273081618,9.730410078660615,9.932812588709977,10.577163437471514,10.898936194397749,12.287967188674356,11.45364192404574
288,9.800545717289129,10.051028983246896,9.70202323139435,10.107519841122052,10.567208177470151,11.013022789190854,12.263933068982537,11.50630702895503
289,9.790449095289073,10.099875905941571,9.705623521679831,10.377713373952334,10.624707984407582,10.931195240587957,12.26225613255895,11.438702969180962
290,9.80067165050235,10.13469623942529,9.711588222172953,9.898187742838937,10.525489995826877,10.913504242536522,12.285323637056976,11.463119347970332
291,9.795857882577806,10.146697081865804,9.690952648769223,10.007475863300984,10.578566418600179,10.922761633992195,12.283840858858198,11.466024743933831
292,9.774913789794569,10.178954205325535,9.713377942511391,10.147271587723685,10.571439525172595,10.879959535574722,12.276876924349176,11.505298361542724
293,9.781024137121294,10.228063100047649,9.697590969623096,9.923955095150777,10.589166540622472,10.896106445861438,12.263055267413296,11.436528826673184
294,9.781127393756423,10.08437618973755,9.708692514968494,9.942921494404155,10.57830646318654,10.935758345670278,12.293304204039515,11.458385360216903
295,9.794443177299636,10.063993143698863,9.689452231771524,9.960139846248973,10.530142079768401,10.937592300075677,12.286635487520646,11.458232848634642
296,9.79414116215682,10.08029011709075,9.714338447778456,9.906003912610391,10.553957781784476,10.899328010817689,12.296566664571724,11.462279625477331
297,9.778194067504018,10.169158599549723,9.691124030899617,9.98852305835293,10.560336417608683,10.923261318596142,12.288481034638902,11.480381471976157
298,9.79391423489658,10.129840413649235,9.694558339223505,9.972340847936369,10.53883913423746,10.975072085256539,12.284899896551524,11.469431206463806
299,9.793949238355122,10.050908902720098,9.706758698748967,9.988099922456087,10.574045966589642,10.903971134534768,12.289479179608247,11.457583085904199
